,title,company,logo,industry,raw_description
19,Simon & Schuster Spring Internship Program,Simon & Schuster,https://media.licdn.com/dms/image/C4E0BAQFKcBzd7T3udw/company-logo_100_100/0/1544107246263?e=2147483647&v=beta&t=zKBfpd6bDWZJiY_cNq-6jwn7loGlzFmes2sgRUsVHiA,Book and Periodical Publishing,"The Simon & Schuster Spring 2024 Internship Program will offer students an unmatched, behind-the-scenes look and learning experience within book publishing. Interns will be placed within specific publishing departments where they will learn alongside a mentor and be able to explore all aspects of the business. While guided by a mentor they will experience ""a day in the life"" of an entry level assistant. This is a paid program and will run for 8 weeks (Two days a week (16 hours) beginning in February).





Both in-person and fully remote candidates will be considered for this program.

Simon & Schuster has been named to Forbes magazine list of “America’s Best Mid-Size Employers 2022.”

Simon & Schuster is a global leader in general interest publishing, dedicated to providing the best in fiction and nonfiction for readers of all ages, and in all printed, digital and audio formats. Its distinguished roster of authors includes many of the world’s most popular and widely recognized writers, and winners of the most prestigious literary honors and awards. It is home to numerous well-known imprints and divisions such as Simon & Schuster, Scribner, Atria Books, Gallery Books, Pocket Books, Adams Media, Simon & Schuster Children’s Publishing and Simon & Schuster Audio and international companies in Australia, Canada, India and the United Kingdom, and proudly brings the works of its authors to readers in more than 200 countries and territories.

For more information visit our website at www.simonandschuster.com.



The annual salary for this position is $15.00 - $15.00

The hiring salary range for this position applies to New York City, California, Colorado, Washington state, and most other geographies. Starting pay for the successful applicant depends on a variety of job-related factors, including but not limited to geographic location, market demands, experience, training, and education. The benefits available for this position include medical, dental, vision, 401(k) plan, life insurance coverage, disability benefits, tuition assistance program and PTO or, if applicable, as otherwise dictated by the appropriate Collective Bargaining Agreement.

https://www.paramount.com/careers/benefits

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to paramountaccommodations@paramount.com. Only messages left for this purpose will be returned."
20,"Creative Internship, Atelier Pardon",Likemind,https://media.licdn.com/dms/image/C4E0BAQHupg6PlXgS3Q/company-logo_100_100/0/1629752477144?e=2147483647&v=beta&t=17A-2IL6ZjH88nMyKtSh88HBK009ofpu990WxG_YBug,"Transportation, Logistics, Supply Chain and Storage","About Pardon Ventures

Pardon Ventures is a venture studio creating brands that transform how people see the world. As a team of creative entrepreneurs, we develop and launch ventures that foster community, encourage new ways of thinking, and create the context for positive change to occur. Our original ventures include a digital travel magazine, a positive news publication, and a collection of media brands that spark wonder and curiosity, all of which are enjoyed by millions of readers every day.


A typical day in the Wavehouse is undefined. Most days, we are looking for the Creative Intern to artistically document what takes place in our creative studio. Photos and note taking will be a primary focus, as well as scanning any collage works created in the studio. The Creative Intern will also help us maintain the vibe and cleanliness at the Wavehouse, which contains a world-class collection of vintage magazines, books, postcards, and other artifacts.

Accountabilities



Qualifications



Our Commitment

We aim to provide equal opportunity for all. We are firm believers in the strength of diversity and aim to build teams of individuals that offer unique perspectives, come from different backgrounds, and challenge each other to be better every day!"
21,Paid Social Media / Content Creation Internship,Reach Records,https://media.licdn.com/dms/image/C4E0BAQHUswDWDV5UzA/company-logo_100_100/0/1519887514884?e=2147483647&v=beta&t=QuXVvdStP7sWe99rU3Pzvy0UBIWrWdvKY4IKrlo3x-I,Musicians,"About Us: Get MXD is an online mixing and mastering platform founded by Biz Morris, a Grammy Award-Winning Audio Engineer who’s worked with artists such as Lecrae, Andy Mineo, Crowder, and more. Leveraging groundbreaking methods, he's made this experience accessible to artists of all backgrounds. Our mission is to provide all levels of artists with a professional, studio-quality mix at a lower cost.



As a Social Media & Content Creation Intern at Get MXD, you will have the unique opportunity to gain hands-on experience in digital marketing and social media management. You will work closely with our audio engineers to create engaging content, manage social media accounts, and help drive our brand's online presence.



Assist in the development and execution of our social media strategy across various platforms (e.g., Facebook, Instagram, Twitter, LinkedIn).

Create visually appealing and compelling content, including graphics, images, videos, and written copy, that aligns with our brand's voice and messaging.

Monitor social media channels for trends, conversations, and opportunities to engage with our audience.

Collaborate with the audio engineers to plan and schedule social media posts, campaigns, and contests.

Analyze and report on key social media metrics to track the success of our campaigns and make data-driven recommendations for improvements.Stay up-to-date with industry trends and best practices in social media and content creation.



Hands-on experience in social media management and content creation

Exposure to digital marketing strategies and tactics

The opportunity to work with a creative and collaborative team

Insights into the inner workings of the music industry

A chance to leave your mark on our brand's online presence

Powered by JazzHR"
22,Supply Chain Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description



P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges. We give you the tools to become a world class leader!

P&G is recognized as one of the Top Companies for Executive Women, Fast Company Best Workplace for Innovators, and as one of the Most Reputable Companies by both Forbes and Fortune.

Did you know that at Procter & Gamble we consider the Supply Network Operations (SNO) organization as the engine that accelerates value creation? Getting thousands of different products on customer shelves precisely, without fail, brings meaning to every workday. Furthermore, you will be working with the best of the best! P&G’s supply chain excellence has been externally recognized by Gartner, a leading industry consulting firm. In recent years, Gartner has named P&G as one of four supply chain Masters—a separate class to recognize long-term consistent excellence!



Supply Chain Interns enjoy making tremendous impacts on our supply chains. Your workdays are bound to be dynamic, and your ability to deal with various supply challenges will be put to the test! You’ll have the opportunity to work on several projects and grow your skills in logistics and business operations. You will also get exposure to P&G Senior Leadership, and you may tour various parts of the company such as manufacturing sites, distribution centers, and innovation centers. The colleagues you will interact with are likely to span various disciplines such as Manufacturing, QA, and IT.

There are a variety of responsibilities you could have as a Supply Chain Intern. The work may entail some of the following:



You’ll have the plenty of opportunities to leverage analytical skills and improve processes. Moreover, the achievements on your internship projects have the potential to enable great cost savings and company growth!









A Bachelor’s or Master’s in Supply Chain Management/Logistics, Industrial Engineering, Other Business Administration or Engineering, Computer Science, Mathematics, or a degree with relevant experience

Excellent visionary, strategic and courageous leadership skills

Problem solving via innovation & creativity

Strong thinking/problem-solving skills which can be applied to business processes with a ""can-do"" attitude

Ability to collaborate effectively within a multicultural environment



We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Starting Pay / Salary Range: $29-50/hr

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000084236



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
23,Submit Your Resume - Internship Opportunities,Greystone,https://media.licdn.com/dms/image/C560BAQH-slO2gpbWYQ/company-logo_100_100/0/1656681957541?e=2147483647&v=beta&t=6r5bm83ER5bSgp2RKeyUnYrmumLlkoOLXvfWj32mWGo,Financial Services,"We have a variety of internship opportunities within commercial real estate lending, mortgage servicing, and development, as well as within our corporate operations groups. To review and apply to open internship opportunities please click the links below:


Submit your resume to indicate your interest in an internship at Greystone.

At Greystone, we believe that finding creative solutions for our clients comes from the collaboration of people with diverse backgrounds and perspectives. We strive to build an inclusive work environment that celebrates differences and empowers all individuals with opportunities to channel their entrepreneurial spirit. Greystone is an EEO employer.

Interns hired in NYC for summer 2024 will be compensated at $27/ hour.

Interns hired in Denver for summer 2024 will be compensated at $17/ hour."
24,Spring Product Styling Internship,Proper Cloth,https://media.licdn.com/dms/image/C4E0BAQFZ0V3JSIEd-w/company-logo_100_100/0/1644516750146?e=2147483647&v=beta&t=28WIGUoibjXuyDhhJd7yYL69oJASotdj_QJTvR_DKMY,Retail Apparel and Fashion,"We're looking for a new styling intern to help out with daily e-commerce studio operations starting in January. You'll be working closely with the entire Proper Cloth art team -- assisting stylists, photographers, and editors in various ways. The opportunity will require 3-5 days per week at the Proper Cloth showroom in SoHo for a minimum of 15 weeks and will be paid ($20/hour). Internship is from the week of January 30th - May 17th."
25,Ocean Tomo Summer Internship,Ocean Tomo,https://media.licdn.com/dms/image/C560BAQGmPyEHrAP04w/company-logo_100_100/0/1648641419846?e=2147483647&v=beta&t=x3aKVT9WXD30eLE_KZe1fxbqxPTuqZLCN6bh38QsF_s,Financial Services,"Ocean Tomo, a part of J.S. Held, provides Expert Opinion, Management Consulting, and Advisory services related to intellectual property (IP) and other intangible assets; corporate accounting investigations; regulatory and reporting obligations; solvency and restructuring; and contractual or competition disputes.

Practice offerings address economic damage calculations and testimony; technology and intangible asset valuation; strategy and risk management consulting; mergers and acquisitions; debt and equity private placement; and IP brokerage.

Intangible assets comprise 90 percent of business value but are also subject to significant impairment due to enterprise and regulatory compliance risk. Ocean Tomo, a part of J.S. Held, assists clients - corporations, law firms, governments, and institutional investors - in realizing Intellectual Capital Equity® value broadly defined.

J.S. Held is a global consulting firm providing technical, scientific, and financial expertise across all assets and value at risk. Our professionals serve as trusted advisors to organizations facing high-stakes events demanding urgent attention, staunch integrity, clear-cut analysis, and an understanding of both tangible and intangible assets. The firm provides a comprehensive suite of services, products, and data that enable clients to navigate complex, contentious, and often catastrophic situations . We have over 100 locations worldwide. We are highly committed to all members of our community, both employees and clients. Our organization focuses on promoting a sense of community and inspiring our people to achieve results that exceed goals.


We are seeking a summer intern to work in our San Francisco or Chicago office. As an intern, you may be engaged in financial modeling, research, and report composition. We work in teams and expect every member of the team to contribute at all phases of the project, from the conceptual development of Ocean Tomo's, a part of J.S. Held's, strategy to routine data entry or research. You will be exposed to different practice groups such as Expert Opinion, Management Consulting, and Advisory.

Ocean Tomo, a part of J.S. Held, offers an entrepreneurial environment where you will work at the intersection of financial theory and cutting-edge technology. We value creativity, curiosity, and problem solving. We require flexibility, dedication, and initiative. In return, we provide exceptional opportunities for skill development and professional growth.








A reasonable estimate if the salary range for this role is $20-30 per hour. Any offered salary is based on a wide array of factors including but not limited to skills experience, training, location, scope of role, management responsibility, etc.


Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.

By submitting your application, you acknowledge that you have read the J.S. Held Online Privacy Notice and hereby freely and unambiguously give informed consent to the collection, processing, use, and storage of your personal information as required and described therein.



We embrace diversity and our commitment to building a team and environment that fosters professional and personal enrichment is unwavering. We are greater when we are equal!

J.S. Held is an equal opportunity employer that is committed to hiring a diverse workforce. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.

If you are an individual with a disability and would like to request for a reasonable accommodation, please email jobs@jsheld.com and include ""Applicant Accommodation"" within the subject line with your request and contact information."
26,Design Internship,Likemind,https://media.licdn.com/dms/image/C4E0BAQHupg6PlXgS3Q/company-logo_100_100/0/1629752477144?e=2147483647&v=beta&t=17A-2IL6ZjH88nMyKtSh88HBK009ofpu990WxG_YBug,"Transportation, Logistics, Supply Chain and Storage","About Optimism

Optimism is a digital publisher working to build a brighter web. We conceive, launch, and operate high-quality digital brands that spark curiosity, spread positivity, and improve the lives of our readers. With an email-first approach, our hope is to transform the inbox into a healthy alternative to social media feeds, a place where you can curate the news, information, and entertainment you truly want.

Our brands populate a variety of categories: Games, Wonder, and Travel, among others. This distributed approach helps us reach 3 million subscribers across our network and serve more than 30 million web sessions each month. And we’re growing with each new brand.


Optimism is pleased to offer a Design Internship for eager, talented candidates embarking on their design career path. As the Design Intern you will play an integral role in shaping the visual identities for new Optimism publications. Collaborating closely with the Senior Designers, you’ll dive into the professional world of design creating logos, email templates, web designs and much much more.

During your internship, you’ll not only expand your design skills but also gain invaluable insights into the advantages of email-forward digital media brands and how a creative team functions. We’re looking for someone with an exceptional eye for design and a talent for solving creative challenges in a fast-moving company.

What You'll Be Doing...



What You'll Need to Bring...



LOCATION

With staff working remotely across the country, Optimism operates with a fully distributed workforce. Interns can be based anywhere in the United States.

DURATION OF PROGRAM

Internships run 90 days, with the intern contributing 20-30 hours/week. Your internship manager will provide you with a schedule built around your availability with considerations to your education.


Interns are compensated $20/hour.

Our Commitment

We aim to provide equal opportunity for all. We are firm believers in the strength of diversity and aim to build teams of individuals that offer unique perspectives, come from different backgrounds, and challenge each other to be better every day!"
27,Philanthropy Intern,Kendra Scott,https://media.licdn.com/dms/image/C4E0BAQFywfnOt_SOfg/company-logo_100_100/0/1552425476929?e=2147483647&v=beta&t=MLb-Ehg2zT7qkEbmCreYEQLG_en5CgFwjlpSqbjjnbY,Retail Luxury Goods and Jewelry,"Job Description

About Kendra Scott

We are a fashion-lifestyle brand of big dreams, colorful confidence, and inspired design. Founded on Family, Fashion and Philanthropy, we believe that our employees and customers are the heart and soul of our brand, and that giving back is the truest form of success. Fashion meets innovation in the design of our two state-of-the-art facilities based in the heart of Austin, Texas, and overflows into the design of our growing retail environment across the country.



The Kendra Scott Summer Internship Program offers a hands-on experience inside our rapidly growing multi-category fashion lifestyle brand. We value you. In our program, we are dedicated to shaping your unique interests and career aspirations, equipping you for success in your career and life.

















The Philanthropy intern will be responsible for supporting two different channels of the Philanthropy pillar: Corporate Philanthropy and the Kendra Scott Foundation. Within these two channels they will support philanthropic programs, partnerships, donation requests, events and activations to further help speak to and support our philanthropic pillar. This role will report directly to the Philanthropy Lead and together you will work in close partnership to bring projects, partnerships, and ideas to fruition.













Home Office



Temporary



78756



Austin



Texas"
28,Marketing/Creative Internship (Remote - Summer 2024),The Home Depot,https://media.licdn.com/dms/image/C4E0BAQHzR2llYqUBtg/company-logo_100_100/0/1620049929202?e=2147483647&v=beta&t=DGQsq_EIViduZdLHlMNur_Vt-0nU0P-p6DC07DWU5D4,Retail,"Internship Overview

The Home Depot's Summer Internship program offers college students an opportunity to develop leadership skills and gain hands on experience in a corporate environment. During an 11 - week period from May 13 - July 26, 2024, interns will be assigned to a functional team such as Supply Chain, Marketing, e-commerce, Technology, Finance, Operations, Merchandising, Outside Sales & Services, Human Resources, etc. Interns will learn more about our retail business and our corporate offices while having the opportunity to work on a pre-assigned project that impacts the function they are supporting. Additionally, interns participate in networking and development activities that set them up for success as they build their careers.



We are looking for an enthusiastic marketing intern to join our department and provide creative ideas to help achieve our goals. You will have administrative duties in developing and implementing marketing strategies. Marketing Interns will collaborate with our marketing and advertising team in all stages of marketing campaigns and provide insightful contributions to help develop, expand and maintain our marketing channels. This internship will help you acquire marketing skills and provide you with knowledge of various marketing strategies. Ultimately, interns will gain broad experience in marketing and should be prepared to enter any fast-paced work environment.



Newsletter, blog writing

Event paid advertising

Social media content creation

Designing and presenting new social media campaign ideas

Assist in the creation of video and image content for marketing channels

Participate in marketing brainstorming sessions

Support the marketing team in daily administrative tasks

Help organize marketing events





At The Home Depot, our associates always have room to move up and explore new opportunities. After the Internship, here are some examples of early career roles for interns with a background in Marketing / Creative:





Typically reports to Manager

No direct responsibility for supervising others.





Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.



Typically requires overnight travel less than 10% of the time."
29,"Internship, Digital Content, Design Studio (Winter/Spring 2024)",Tesla,https://media.licdn.com/dms/image/C4D0BAQHUcu98SZ2TVw/company-logo_100_100/0/1607665771371?e=2147483647&v=beta&t=Mnz7U8K9cFj61WrtbTmRiiLt1Qf2FnIEpuj7qkL-jmQ,"Renewable Energy Semiconductor Manufacturing, Motor Vehicle Manufacturing, and Utilities","What To Expect
Disclaimer: This position is expected to start around January or February 2024 and continue through the entire Spring term (i.e. through May 2024) or intoSpring/Summer 2024if available. We ask for a minimum of 12 weeks, full-time and on-site, for most internships. Please consider before submitting an application.

International Students: If your work authorization is through CPT, please consult your school on your ability to work 40 hours per week before applying.You must be able to work 40 hours per week on-site.Many students will be limited to part-time during the academic year.

Internship Program at Tesla

The Internship Recruiting Team is driven by the passion to recognize and develop emerging talent. Our year-round program places the best students in positions where they will grow technically, professionally, and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows the intern to experience life at Tesla by including them in projects that are critical to their team’s success.

Location



The Design Content team is responsible for defining and upholding the Tesla tone of voice within customer facing content (web, social, events, email communications, etc. The team helps decide how and where we speak to customers and owners - sharing the latest product changes, features and more.





Specific project assignments and required technical aptitude will vary:




As a full-time Tesla Intern, you will be eligible for:


Expected Compensation

$20.00 - $50.00/hour + benefits

Pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, and experience. The total compensation package for this position may also include other elements dependent on the position offered. Details of participation in these benefit plans will be provided if an employee receives an offer of employment."
30,Data Science Graduate Internship (Remote - Summer 2024),The Home Depot,https://media.licdn.com/dms/image/C4E0BAQHzR2llYqUBtg/company-logo_100_100/0/1620049929202?e=2147483647&v=beta&t=DGQsq_EIViduZdLHlMNur_Vt-0nU0P-p6DC07DWU5D4,Retail,"Internship Overview

The Home Depot's Summer Internship program offers college students an opportunity to develop leadership skills and gain hands on experience in a corporate environment. During an 11 - week period from May 13 - July 26, 2024, interns will be assigned to a functional team such as Supply Chain, Marketing, e-commerce, Technology, Finance, Operations, Merchandising, Outside Sales & Services, Human Resources, etc. Interns will learn more about our retail business and our corporate offices while having the opportunity to work on a pre-assigned project that impacts the function they are supporting. Additionally, interns participate in networking and development activities that set them up for success as they build their careers.



The Data Science Intern Program offers talented college students the opportunity to develop their advanced data science skills while supporting the Company's strategic objectives. Intern candidates are assigned to a project aligned to business areas such as e-Commerce, Merchandising, Operations or Finance.

The Home Depot's internship program was recently named in the top 50 in the US. Our program offers college students an opportunity to develop leadership skills and gain hands on experience working with a number of leaders on projects that directly impact the business for one of the world's leading retailers. During the 12-week period, interns will focus on working with a variety of data science roles and functions to translate business questions into actionable insights and deliver high quality analytical solutions.









At The Home Depot, our associates always have room to move up and explore new opportunities. After the Internship, here are some examples of early career roles for interns with a background in Data Science:"
31,Senior Brand Management Internship (2025 Graduates – MBA),Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description

ARE YOU LOOKING FOR MEANINGFUL WORK? COME WORK WITH US WHERE BRAND MANAGEMENT WAS BORN!

Did you know P&G invented the concept of branding and data-driven brand management? Over the years, P&G’s Brand Management has remained a forward-thinking powerhouse behind building the largest, most influential brands around the globe. Above all, P&G Brand Management is about growing our Brands, Business, and People.

We are looking for the world's best marketing pros who follow one simple concept: ""Consumer is boss"". Working in brand management at Procter & Gamble means being more than just a marketer, it means being a total business owner. Our core work regularly crosses traditional functional lines to identify consumer insights and execute varying marketing tactics that continue to deepen the ways in which P&G connects with its customers. Through data driven strategies, we lead the vision and execution of touching and improving 5 billion lives daily.



As a Senior Brand Manager, you will be responsible for making sure we win with consumers' preferences in each of the following key touchpoints:



We want to hire visionaries who are excited to drive constructive disruption through empowered, agile and accountable leadership. A dynamic combination of strategic, analytical, and creative skills allows for the innovation necessary to continue winning in a changing landscape.













In their first year of an MBA program and in good academic standing.



Because of P&G’s develop from within talent development model, ensuring a strong pipeline of talent through P&G’s internship program is vital. Intern sessions are considered temporary employment, with an aligned completion date. The most successful interns will be considered for full-time positions, based on business needs.

Starting Pay/Salary Range: $29 – $50 hourly

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.



Full time



R000086087



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
32,E-Commerce Merchandising Internship,Printfresh,https://media.licdn.com/dms/image/D4E0BAQEHARIJFi3ScQ/company-logo_100_100/0/1692275632383?e=2147483647&v=beta&t=igCvxbfC85mfgITb8cuelnGu-bjSe_tSx_6pExbeqLw,"Technology, Information and Internet","About Printfresh

Printfresh is a vibrant and innovative fashion brand that specializes in creating unique and colorful sleepwear, loungewear, and accessories. With a focus on sustainability, ethical production, and artistic inspiration, Printfresh has quickly become a beloved brand in the world of fashion and lifestyle.



As an Ecommerce Merchandising Intern at Printfresh, you will have the opportunity to gain hands-on experience in the dynamic world of e-commerce and merchandising. You will work closely with our Ecommerce team to support the development and execution of merchandising strategies that drive online sales and enhance the overall customer experience. This internship will provide valuable insights into the fashion industry, online retail, and the art of creating visually appealing product assortments.

This is a 3 month internship position, with the possibility of extension based on performance and mutual agreement.

This position is a paid internship $8-12/hr depending on experience and skill level. Our ecommerce team is on a hybrid schedule - so must be able to intern with us in person, 1-2 days a week, on Tuesday, Wednesday or Thursday."
33,"Fall Internship (Digital Media, Video Production, Social Media)",Diamond Diaspora Media,https://media.licdn.com/dms/image/D560BAQFIUXnvdum5yQ/company-logo_100_100/0/1665626004626/atlanta_blackstar_logo?e=2147483647&v=beta&t=homrWYuIHT7pPCa822c1szKic0QoC36O9dx53z651L0,Online Audio and Video Media,"DDM Group is in search of creative, talented and passionate interns with a strong desire to create content for social media and the web. We're looking for focused individuals with a strong ability to bring ideas to fruition. As a DDM Intern you will gain access to resources that will allow you to combine your creative skills and technical knowledge to build an enviable portfolio. Stipend Offered.

Onsite at DDM Group's Atlanta Headquarters

Video Production (Videographer, Video Editor, Production Assistant), Graphic Design, Social Media, Journalism (Reporter, Researcher, Writer), Broadcast (On-Camera)

Atlantablackstar.com, TheShadowLeague.com, Finurah.com"
34,Paid Internship - Social Media Marketing,Interco,https://media.licdn.com/dms/image/C4D0BAQEI8pwfTfDDuw/company-logo_100_100/0/1604595173446/intercotrading_logo?e=2147483647&v=beta&t=I5kgKK2q8toeA1aIqRUoC63UsiH5SpP-Zlgc0A-DHCE,Renewable Energy Semiconductor Manufacturing,"Company Description

Interco is a global recycling company headquartered in St. Louis with facilities in Missouri and Illinois. The company ships nonferrous and electronics scrap worldwide utilizing established partnerships with end consumers in the United States, Europe, Latin America, and Asia.

www.intercojobs.com



Interco is seeking a to join the marketing team. Be prepared to dive into the ever-evolving fast-paced world of digital marketing. The ideal candidate will craft engaging B2B content following the most up-to-date optimization techniques. This person will learn to master the use of Buffer, a leading social media management tool to schedule posts and analyze engagement effectiveness.

This internship offers an opportunity to work hands-on creating real-life content using professional tools and strategies, while building the intern’s portfolio. The Interco Social Media Marketing Intern will directly contribute to the Interco brand and online presence demonstrating a passion for social media trends and a keen eye for detail. It is an excellent opportunity for the right creative and hard-working person to gain practical experience and kickstart a career in social media marketing!

Responsibilities Include:



Qualifications



Additional Information





As a matter of company policy, we do not sponsor employment visas or hire from out of the USA, nor do we sponsor candidates who do not currently reside within the USA without an existing H-1B visa.

This job description is designed to provide a general overview of the requirements of the job and does not entail a comprehensive listing of all activities, duties or responsibilities that will be required. Interco reserves the right to modify this job description at any time, including assigning or reassigning job duties or eliminating this position at any time.

Candidate information will be kept confidential according to EEO guidelines.

Work remotely: No

www.intercojobs.com



Interco has been recycling computers, batteries, metals, and electronics with a focused track record of innovation and integrity since 1996. The company specializes in the placement of smelter-ready materials catering to commercial, industrial, dealer, and government organizations nationwide.

The Interco recycling facilities are separated into three departments: nonferrous metals, computers and electronics, and battery processing. The nonferrous facility is located on the 40-acre main campus in Madison (IL) while the computers and electronics are processed in Edwardsville where the Administrative and some logistics offices are located. The commercial department is located on The Hill in St. Louis.

The patent-pending 22-acre 225,000 sqft Critical Mineral Recovery™ Lithium-ion battery processing plant in Fredericktown, Missouri is scheduled to open in Q3 2023

www.intercojobs.com"
