,title,company,logo,industry,raw_description
10,2024 L’Oréal USA Digital Summer Internship - Undergraduate,L'Oréal,https://media.licdn.com/dms/image/D4E0BAQFEB_g-FWxSrQ/company-logo_100_100/0/1688397791729/loral_logo?e=2147483647&v=beta&t=lKQEwqBYoDqGWO_jflECj8qNnBmSoX0rVi4civT_d18,Personal Care Product Manufacturing and Manufacturing,"At L'Oréal, whether you are an intern, manager, or senior leader, the most valuable asset we have is you. Your unique sense of curiosity, creative mindset, and desire to innovate are what we expect you to bring with you every day.

The L’Oréal USA Summer Internship Program is a paid, 11-week experience where you will be fully integrated into the day-to-day activities of a team while also to discover what it is truly like to develop a career at the #1 Beauty Tech company in the world. We are committed to giving our interns the space to explore, to have full time employee responsibilities, present their own insights to senior management, and to become future leaders. At the end of the summer, you will present your project to senior leadership for the

Applications are reviewed on a rolling basis, so it is highly encouraged to apply soon. We encourage students of diverse backgrounds to apply, including, but not limited to race, ethnicity, gender expression, LGBTQ+, military status, and people with disabilities.







Being a member of the L’Oréal USA Summer Internship Program, you will feel empowered to contribute in tangible, meaningful ways from day one because in an organization founded on entrepreneurism and agility, your ideas are not only heard and valued, but they are often put into implementation, too. As the #1 Beauty Tech company in the world with over 36 international brands – CeraVe, Kiehl’s, Maybelline, and Urban Decay to name just a few – we embrace , , , and in the workplace to lay the groundwork for you to be able to accomplish great things. You can explore our internship program and hear directly from our past interns at lorealoncampus.com.

Freedom to go beyond, that’s the beauty of L’Oréal - Are you ready?


Innovation has fueled L'Oréal’s business for more than 100 years and we will rely on our culture of innovation and entrepreneurship to help us continually evolve. L'Oréal’s dynamic culture provides its employees with entrepreneurial freedom and opportunities to drive transformation across its €29.87B business, encompassing over 35 brands, around the globe. In the US, we have 12,000 employees working collaboratively across 14 states to build leading edge technologies, launch highly personalized products, reimagine consumer experiences, and develop creative solutions to reduce our environmental footprint.

We are an Equal Opportunity Employer and take pride in a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status.

If you require a reasonable accommodation to complete an application for a recognized disability under applicable law, please email USApplicationAccommodation@support.lorealusa.com. Please note this email will only respond to specific requests for assistance completing the application as a request for accommodation for a disability. All others will not be considered.


LI_USA_CORP"
11,Real Estate & Development Internship Opportunities,Apple,https://media.licdn.com/dms/image/C560BAQHdAaarsO-eyA/company-logo_100_100/0/1595530301220/apple_logo?e=2147483647&v=beta&t=fzApiwhLe8glzMZp-97xBufiZCiswDRHyeTSds9N3l4,Computers and Electronics Manufacturing,"Summary

Imagine what you could do here. At Apple, new ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.


The people here at Apple don’t just create products — they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.


Apple has multiple internship opportunities for students who are passionate about pursuing careers in Real Estate & Development, including the following areas:


- Environmental Health and Safety


- Construction Project Management


- Real Estate Services


- Facilities - Operations Center


We are looking for students with an interest in RE&D as well as some of the following qualifications:




Pro-active and able to prioritize and seek challenges enthusiastically

Innovative; continuously seeking to enhance and redefine the approach needed to grow business while delivering on priority projects

Determined, persistent, and meticulous about details

Adept at handling a varying workload and large volumes of information

Sharp written and verbal communication skills

Resourceful, highly organized with the ability to meet target dates, and completion of assigned projects

Prior internship(s), group or personal project exposure, TA and/or work experience




Internship opportunities within RE&D may include:


ENVIRONMENTAL HEALTH & SAFETY


- Support local and global programs and initiatives


- Deconstruct applicable laws to build a legal register for the assigned work area


- Contribute to a written program on 3D printer chemical hygiene and safety


- Analyze trends in EHS data and present findings to EHS management team


- Partner with EHS colleagues on risk assessments


- Develop training materials, reference documents, and other resources for EHS and multi-functional partners to educate on prominent EHS topics


- Support technology platforms that organize large data sets on occupational and environmental hazards and share with senior leadership


CONSTRUCTION PROJECT MANAGEMENT


- Assist in developing and maintaining Apple’s real estate construction projects


- Create and be responsible for project schedules and budgets with assistance from the Construction Manager


- Learn the basis of project finance including contract types, estimating, and cashflow analysis


- Walk in-motion construction projects to supervise progress


REAL ESTATE SERVICES


- Assist in many aspects of lease and real estate management


- Coordination of due diligence with internal partners


- Creation of lease commitment schedules/budgets & lease activity tracking/analysis


- Support with reporting financial data related to leasing activity (forecasts, y-t-d summaries, etc)


- Assistance with creation of formal approval memos


- Interaction/coordination of external resources (brokers, legal, inspectors, etc.) & internal users on project goals and performance


- Key date tracking support on in-place contracts


- Assistance with documentation of standard processes


- Involvement in space planning and strategy creation


- Review and compile market data/metrics


FACILITIES - OPERATIONS CENTER


- Participate with ad-hoc projects with facilities engineers to review, update, and develop procedures, guidelines, standards, and practices for our proactive critical facilities monitoring of Mechanical/Electrical/Specialty Systems


- Limit down-time and operational impacts by supervising Facility Operations Center (FOC) data and Building Automation System (BAS) health with internal tools


- Participate in Building Resiliency Initiatives (BRI’s) pertaining to HVAC Controls/BAS platforms supporting the commercial building portfolio; includes hardware and software code reviews, internal infrastructure improvements and process enhancements for underlying end-to-end solutions


- Basic programming knowledge developing for devices running on iOS and/or cloud native solutions for consumer and/or enterprise facing applications


- Deducing how to gain efficiencies in project management and operations management functions using software tools


- Analyze logs and telemetry data by writing monitoring and automation code




Students pursuing an undergraduate or graduate degree in business and finance, economics, real estate, construction/management, mechanical engineering, computer engineering, industrial hygiene, occupational safety, environment engineering, or related field, graduating December 2024 or later.




Apple is an Equal Employment Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans and individuals with disabilities.


We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.


Role Number: 200492363"
12,Ocean Tomo Summer Internship,Ocean Tomo,https://media.licdn.com/dms/image/C560BAQGmPyEHrAP04w/company-logo_100_100/0/1648641419846?e=2147483647&v=beta&t=x3aKVT9WXD30eLE_KZe1fxbqxPTuqZLCN6bh38QsF_s,Financial Services,"Ocean Tomo, a part of J.S. Held, provides Expert Opinion, Management Consulting, and Advisory services related to intellectual property (IP) and other intangible assets; corporate accounting investigations; regulatory and reporting obligations; solvency and restructuring; and contractual or competition disputes.

Practice offerings address economic damage calculations and testimony; technology and intangible asset valuation; strategy and risk management consulting; mergers and acquisitions; debt and equity private placement; and IP brokerage.

Intangible assets comprise 90 percent of business value but are also subject to significant impairment due to enterprise and regulatory compliance risk. Ocean Tomo, a part of J.S. Held, assists clients - corporations, law firms, governments, and institutional investors - in realizing Intellectual Capital Equity® value broadly defined.

J.S. Held is a global consulting firm providing technical, scientific, and financial expertise across all assets and value at risk. Our professionals serve as trusted advisors to organizations facing high-stakes events demanding urgent attention, staunch integrity, clear-cut analysis, and an understanding of both tangible and intangible assets. The firm provides a comprehensive suite of services, products, and data that enable clients to navigate complex, contentious, and often catastrophic situations . We have over 100 locations worldwide. We are highly committed to all members of our community, both employees and clients. Our organization focuses on promoting a sense of community and inspiring our people to achieve results that exceed goals.


We are seeking a summer intern to work in our San Francisco or Chicago office. As an intern, you may be engaged in financial modeling, research, and report composition. We work in teams and expect every member of the team to contribute at all phases of the project, from the conceptual development of Ocean Tomo's, a part of J.S. Held's, strategy to routine data entry or research. You will be exposed to different practice groups such as Expert Opinion, Management Consulting, and Advisory.

Ocean Tomo, a part of J.S. Held, offers an entrepreneurial environment where you will work at the intersection of financial theory and cutting-edge technology. We value creativity, curiosity, and problem solving. We require flexibility, dedication, and initiative. In return, we provide exceptional opportunities for skill development and professional growth.








A reasonable estimate if the salary range for this role is $20-30 per hour. Any offered salary is based on a wide array of factors including but not limited to skills experience, training, location, scope of role, management responsibility, etc.


Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.

By submitting your application, you acknowledge that you have read the J.S. Held Online Privacy Notice and hereby freely and unambiguously give informed consent to the collection, processing, use, and storage of your personal information as required and described therein.



We embrace diversity and our commitment to building a team and environment that fosters professional and personal enrichment is unwavering. We are greater when we are equal!

J.S. Held is an equal opportunity employer that is committed to hiring a diverse workforce. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.

If you are an individual with a disability and would like to request for a reasonable accommodation, please email jobs@jsheld.com and include ""Applicant Accommodation"" within the subject line with your request and contact information."
13,Intern,Avison Young,https://media.licdn.com/dms/image/C560BAQGYxW8e_Ui2AQ/company-logo_100_100/0/1600087049503?e=2147483647&v=beta&t=f5VHSVsHWNG4piaFEGOmE7V4BH1kybFtWZ5OQ34RO8Q,Real Estate,"About You

You are a high achiever looking to thrive in a fast-paced environment. You take pride in your own work but are comfortable collaborating with a team of highly motivated individuals. You can communicate clearly and concisely with teammates and clients, and you enjoy strong company culture and camaraderie. You can navigate multiple corporate functions, including global lines of service and corporate centers of excellence. You possess strong interpersonal skills and are willing to take on diverse tasks to achieve the team’s common goal. You value personal and professional growth and are ready to take the next step in advancing your career.

If this sounds like you, well, then you will love the culture at Avison Young!


Avison Young is a global commercial real estate brokerage and advisory firm, offering transaction, management, financial and consulting services. We’ve designed our corporate structure to best serve our clients by enhancing collaboration across our organization.

Real estate can have an enormous positive impact on people’s lives – and we’re in the business of making spaces and places work better for people. Our purpose is to create real economic, social and environmental value as a global real estate advisor, powered by people.

We care about each other and we have each other’s backs. This makes Avison Young a great place to be a client, and a great place to work. We support the whole person and their complete wellness – economic, mental and physical – because what’s best for our business comes from our people bringing their whole selves to work.

Of course we love it here, but outsiders think we’re pretty great too Avison Young was awarded the prestigious America’s Best Midsize Employers for 2022, presented by Forbes and Statista, Inc. We’re proud to be regularly recognized for our team, services and culture and our team members enjoy comprehensive compensation and benefit programs. Through our customized work options, we give our people the flexibility to create a work environment that puts their overall well-being first. After all, we are powered by people.

We are currently looking for an who is intelligent, assertive and a determined person who wants experience in commercial real estate to join a prestige brokerage team in New York City. The candidate will be responsible for the following tasks outlined below.


Avison Young practices as an equal opportunity employer in all services locations around the world. We are committed to building and maintaining a workforce diverse in experience, skills and knowledge with uniformity in service excellence, commitment and integrity.

The firm maintains a strict policy to ensure employment opportunities are equal and do not discriminate based on race, color, religion, creed, age, sex, gender, gender identity or expression, sexual orientation, national origin, citizenship, disability, marital and civil partnership/union status, protected veteran or military service status, or any other elements protected by law.

For those requiring assistance with disabilities, information relating to the need for accommodation and accommodation measures will be addressed confidentially.

Avison Young is committed to employing the best talent with the most fair and equitable recruitment practices. Apply with us TODAY!

Benefits offered to full time W2 employees


Work-Life Balance"
14,Simon & Schuster Spring Internship Program,Simon & Schuster,https://media.licdn.com/dms/image/C4E0BAQFKcBzd7T3udw/company-logo_100_100/0/1544107246263?e=2147483647&v=beta&t=zKBfpd6bDWZJiY_cNq-6jwn7loGlzFmes2sgRUsVHiA,Book and Periodical Publishing,"The Simon & Schuster Spring 2024 Internship Program will offer students an unmatched, behind-the-scenes look and learning experience within book publishing. Interns will be placed within specific publishing departments where they will learn alongside a mentor and be able to explore all aspects of the business. While guided by a mentor they will experience ""a day in the life"" of an entry level assistant. This is a paid program and will run for 8 weeks (Two days a week (16 hours) beginning in February).





Both in-person and fully remote candidates will be considered for this program.

Simon & Schuster has been named to Forbes magazine list of “America’s Best Mid-Size Employers 2022.”

Simon & Schuster is a global leader in general interest publishing, dedicated to providing the best in fiction and nonfiction for readers of all ages, and in all printed, digital and audio formats. Its distinguished roster of authors includes many of the world’s most popular and widely recognized writers, and winners of the most prestigious literary honors and awards. It is home to numerous well-known imprints and divisions such as Simon & Schuster, Scribner, Atria Books, Gallery Books, Pocket Books, Adams Media, Simon & Schuster Children’s Publishing and Simon & Schuster Audio and international companies in Australia, Canada, India and the United Kingdom, and proudly brings the works of its authors to readers in more than 200 countries and territories.

For more information visit our website at www.simonandschuster.com.



The annual salary for this position is $15.00 - $15.00

The hiring salary range for this position applies to New York City, California, Colorado, Washington state, and most other geographies. Starting pay for the successful applicant depends on a variety of job-related factors, including but not limited to geographic location, market demands, experience, training, and education. The benefits available for this position include medical, dental, vision, 401(k) plan, life insurance coverage, disability benefits, tuition assistance program and PTO or, if applicable, as otherwise dictated by the appropriate Collective Bargaining Agreement.

https://www.paramount.com/careers/benefits

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to paramountaccommodations@paramount.com. Only messages left for this purpose will be returned."
15,"Creative Internship, Atelier Pardon",Likemind,https://media.licdn.com/dms/image/C4E0BAQHupg6PlXgS3Q/company-logo_100_100/0/1629752477144?e=2147483647&v=beta&t=17A-2IL6ZjH88nMyKtSh88HBK009ofpu990WxG_YBug,"Transportation, Logistics, Supply Chain and Storage","About Pardon Ventures

Pardon Ventures is a venture studio creating brands that transform how people see the world. As a team of creative entrepreneurs, we develop and launch ventures that foster community, encourage new ways of thinking, and create the context for positive change to occur. Our original ventures include a digital travel magazine, a positive news publication, and a collection of media brands that spark wonder and curiosity, all of which are enjoyed by millions of readers every day.


A typical day in the Wavehouse is undefined. Most days, we are looking for the Creative Intern to artistically document what takes place in our creative studio. Photos and note taking will be a primary focus, as well as scanning any collage works created in the studio. The Creative Intern will also help us maintain the vibe and cleanliness at the Wavehouse, which contains a world-class collection of vintage magazines, books, postcards, and other artifacts.

Accountabilities



Qualifications



Our Commitment

We aim to provide equal opportunity for all. We are firm believers in the strength of diversity and aim to build teams of individuals that offer unique perspectives, come from different backgrounds, and challenge each other to be better every day!"
16,Paid Social Media / Content Creation Internship,Reach Records,https://media.licdn.com/dms/image/C4E0BAQHUswDWDV5UzA/company-logo_100_100/0/1519887514884?e=2147483647&v=beta&t=QuXVvdStP7sWe99rU3Pzvy0UBIWrWdvKY4IKrlo3x-I,Musicians,"About Us: Get MXD is an online mixing and mastering platform founded by Biz Morris, a Grammy Award-Winning Audio Engineer who’s worked with artists such as Lecrae, Andy Mineo, Crowder, and more. Leveraging groundbreaking methods, he's made this experience accessible to artists of all backgrounds. Our mission is to provide all levels of artists with a professional, studio-quality mix at a lower cost.



As a Social Media & Content Creation Intern at Get MXD, you will have the unique opportunity to gain hands-on experience in digital marketing and social media management. You will work closely with our audio engineers to create engaging content, manage social media accounts, and help drive our brand's online presence.



Assist in the development and execution of our social media strategy across various platforms (e.g., Facebook, Instagram, Twitter, LinkedIn).

Create visually appealing and compelling content, including graphics, images, videos, and written copy, that aligns with our brand's voice and messaging.

Monitor social media channels for trends, conversations, and opportunities to engage with our audience.

Collaborate with the audio engineers to plan and schedule social media posts, campaigns, and contests.

Analyze and report on key social media metrics to track the success of our campaigns and make data-driven recommendations for improvements.Stay up-to-date with industry trends and best practices in social media and content creation.



Hands-on experience in social media management and content creation

Exposure to digital marketing strategies and tactics

The opportunity to work with a creative and collaborative team

Insights into the inner workings of the music industry

A chance to leave your mark on our brand's online presence

Powered by JazzHR"
17,Supply Chain Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description



P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges. We give you the tools to become a world class leader!

P&G is recognized as one of the Top Companies for Executive Women, Fast Company Best Workplace for Innovators, and as one of the Most Reputable Companies by both Forbes and Fortune.

Did you know that at Procter & Gamble we consider the Supply Network Operations (SNO) organization as the engine that accelerates value creation? Getting thousands of different products on customer shelves precisely, without fail, brings meaning to every workday. Furthermore, you will be working with the best of the best! P&G’s supply chain excellence has been externally recognized by Gartner, a leading industry consulting firm. In recent years, Gartner has named P&G as one of four supply chain Masters—a separate class to recognize long-term consistent excellence!



Supply Chain Interns enjoy making tremendous impacts on our supply chains. Your workdays are bound to be dynamic, and your ability to deal with various supply challenges will be put to the test! You’ll have the opportunity to work on several projects and grow your skills in logistics and business operations. You will also get exposure to P&G Senior Leadership, and you may tour various parts of the company such as manufacturing sites, distribution centers, and innovation centers. The colleagues you will interact with are likely to span various disciplines such as Manufacturing, QA, and IT.

There are a variety of responsibilities you could have as a Supply Chain Intern. The work may entail some of the following:



You’ll have the plenty of opportunities to leverage analytical skills and improve processes. Moreover, the achievements on your internship projects have the potential to enable great cost savings and company growth!









A Bachelor’s or Master’s in Supply Chain Management/Logistics, Industrial Engineering, Other Business Administration or Engineering, Computer Science, Mathematics, or a degree with relevant experience

Excellent visionary, strategic and courageous leadership skills

Problem solving via innovation & creativity

Strong thinking/problem-solving skills which can be applied to business processes with a ""can-do"" attitude

Ability to collaborate effectively within a multicultural environment



We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Starting Pay / Salary Range: $29-50/hr

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000084236



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
18,Submit Your Resume - Internship Opportunities,Greystone,https://media.licdn.com/dms/image/C560BAQH-slO2gpbWYQ/company-logo_100_100/0/1656681957541?e=2147483647&v=beta&t=6r5bm83ER5bSgp2RKeyUnYrmumLlkoOLXvfWj32mWGo,Financial Services,"We have a variety of internship opportunities within commercial real estate lending, mortgage servicing, and development, as well as within our corporate operations groups. To review and apply to open internship opportunities please click the links below:


Submit your resume to indicate your interest in an internship at Greystone.

At Greystone, we believe that finding creative solutions for our clients comes from the collaboration of people with diverse backgrounds and perspectives. We strive to build an inclusive work environment that celebrates differences and empowers all individuals with opportunities to channel their entrepreneurial spirit. Greystone is an EEO employer.

Interns hired in NYC for summer 2024 will be compensated at $27/ hour.

Interns hired in Denver for summer 2024 will be compensated at $17/ hour."
19,Ocean Tomo Summer Internship,Ocean Tomo,https://media.licdn.com/dms/image/C560BAQGmPyEHrAP04w/company-logo_100_100/0/1648641419846?e=2147483647&v=beta&t=x3aKVT9WXD30eLE_KZe1fxbqxPTuqZLCN6bh38QsF_s,Financial Services,"Ocean Tomo, a part of J.S. Held, provides Expert Opinion, Management Consulting, and Advisory services related to intellectual property (IP) and other intangible assets; corporate accounting investigations; regulatory and reporting obligations; solvency and restructuring; and contractual or competition disputes.

Practice offerings address economic damage calculations and testimony; technology and intangible asset valuation; strategy and risk management consulting; mergers and acquisitions; debt and equity private placement; and IP brokerage.

Intangible assets comprise 90 percent of business value but are also subject to significant impairment due to enterprise and regulatory compliance risk. Ocean Tomo, a part of J.S. Held, assists clients - corporations, law firms, governments, and institutional investors - in realizing Intellectual Capital Equity® value broadly defined.

J.S. Held is a global consulting firm providing technical, scientific, and financial expertise across all assets and value at risk. Our professionals serve as trusted advisors to organizations facing high-stakes events demanding urgent attention, staunch integrity, clear-cut analysis, and an understanding of both tangible and intangible assets. The firm provides a comprehensive suite of services, products, and data that enable clients to navigate complex, contentious, and often catastrophic situations . We have over 100 locations worldwide. We are highly committed to all members of our community, both employees and clients. Our organization focuses on promoting a sense of community and inspiring our people to achieve results that exceed goals.


We are seeking a summer intern to work in our San Francisco or Chicago office. As an intern, you may be engaged in financial modeling, research, and report composition. We work in teams and expect every member of the team to contribute at all phases of the project, from the conceptual development of Ocean Tomo's, a part of J.S. Held's, strategy to routine data entry or research. You will be exposed to different practice groups such as Expert Opinion, Management Consulting, and Advisory.

Ocean Tomo, a part of J.S. Held, offers an entrepreneurial environment where you will work at the intersection of financial theory and cutting-edge technology. We value creativity, curiosity, and problem solving. We require flexibility, dedication, and initiative. In return, we provide exceptional opportunities for skill development and professional growth.








A reasonable estimate if the salary range for this role is $20-30 per hour. Any offered salary is based on a wide array of factors including but not limited to skills experience, training, location, scope of role, management responsibility, etc.


Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.

By submitting your application, you acknowledge that you have read the J.S. Held Online Privacy Notice and hereby freely and unambiguously give informed consent to the collection, processing, use, and storage of your personal information as required and described therein.



We embrace diversity and our commitment to building a team and environment that fosters professional and personal enrichment is unwavering. We are greater when we are equal!

J.S. Held is an equal opportunity employer that is committed to hiring a diverse workforce. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.

If you are an individual with a disability and would like to request for a reasonable accommodation, please email jobs@jsheld.com and include ""Applicant Accommodation"" within the subject line with your request and contact information."
20,Design Internship,Likemind,https://media.licdn.com/dms/image/C4E0BAQHupg6PlXgS3Q/company-logo_100_100/0/1629752477144?e=2147483647&v=beta&t=17A-2IL6ZjH88nMyKtSh88HBK009ofpu990WxG_YBug,"Transportation, Logistics, Supply Chain and Storage","About Optimism

Optimism is a digital publisher working to build a brighter web. We conceive, launch, and operate high-quality digital brands that spark curiosity, spread positivity, and improve the lives of our readers. With an email-first approach, our hope is to transform the inbox into a healthy alternative to social media feeds, a place where you can curate the news, information, and entertainment you truly want.

Our brands populate a variety of categories: Games, Wonder, and Travel, among others. This distributed approach helps us reach 3 million subscribers across our network and serve more than 30 million web sessions each month. And we’re growing with each new brand.


Optimism is pleased to offer a Design Internship for eager, talented candidates embarking on their design career path. As the Design Intern you will play an integral role in shaping the visual identities for new Optimism publications. Collaborating closely with the Senior Designers, you’ll dive into the professional world of design creating logos, email templates, web designs and much much more.

During your internship, you’ll not only expand your design skills but also gain invaluable insights into the advantages of email-forward digital media brands and how a creative team functions. We’re looking for someone with an exceptional eye for design and a talent for solving creative challenges in a fast-moving company.

What You'll Be Doing...



What You'll Need to Bring...



LOCATION

With staff working remotely across the country, Optimism operates with a fully distributed workforce. Interns can be based anywhere in the United States.

DURATION OF PROGRAM

Internships run 90 days, with the intern contributing 20-30 hours/week. Your internship manager will provide you with a schedule built around your availability with considerations to your education.


Interns are compensated $20/hour.

Our Commitment

We aim to provide equal opportunity for all. We are firm believers in the strength of diversity and aim to build teams of individuals that offer unique perspectives, come from different backgrounds, and challenge each other to be better every day!"
21,Marketing/Creative Internship (Remote - Summer 2024),The Home Depot,https://media.licdn.com/dms/image/C4E0BAQHzR2llYqUBtg/company-logo_100_100/0/1620049929202?e=2147483647&v=beta&t=DGQsq_EIViduZdLHlMNur_Vt-0nU0P-p6DC07DWU5D4,Retail,"Internship Overview

The Home Depot's Summer Internship program offers college students an opportunity to develop leadership skills and gain hands on experience in a corporate environment. During an 11 - week period from May 13 - July 26, 2024, interns will be assigned to a functional team such as Supply Chain, Marketing, e-commerce, Technology, Finance, Operations, Merchandising, Outside Sales & Services, Human Resources, etc. Interns will learn more about our retail business and our corporate offices while having the opportunity to work on a pre-assigned project that impacts the function they are supporting. Additionally, interns participate in networking and development activities that set them up for success as they build their careers.



We are looking for an enthusiastic marketing intern to join our department and provide creative ideas to help achieve our goals. You will have administrative duties in developing and implementing marketing strategies. Marketing Interns will collaborate with our marketing and advertising team in all stages of marketing campaigns and provide insightful contributions to help develop, expand and maintain our marketing channels. This internship will help you acquire marketing skills and provide you with knowledge of various marketing strategies. Ultimately, interns will gain broad experience in marketing and should be prepared to enter any fast-paced work environment.



Newsletter, blog writing

Event paid advertising

Social media content creation

Designing and presenting new social media campaign ideas

Assist in the creation of video and image content for marketing channels

Participate in marketing brainstorming sessions

Support the marketing team in daily administrative tasks

Help organize marketing events





At The Home Depot, our associates always have room to move up and explore new opportunities. After the Internship, here are some examples of early career roles for interns with a background in Marketing / Creative:





Typically reports to Manager

No direct responsibility for supervising others.





Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.



Typically requires overnight travel less than 10% of the time."
22,Data Science Graduate Internship (Remote - Summer 2024),The Home Depot,https://media.licdn.com/dms/image/C4E0BAQHzR2llYqUBtg/company-logo_100_100/0/1620049929202?e=2147483647&v=beta&t=DGQsq_EIViduZdLHlMNur_Vt-0nU0P-p6DC07DWU5D4,Retail,"Internship Overview

The Home Depot's Summer Internship program offers college students an opportunity to develop leadership skills and gain hands on experience in a corporate environment. During an 11 - week period from May 13 - July 26, 2024, interns will be assigned to a functional team such as Supply Chain, Marketing, e-commerce, Technology, Finance, Operations, Merchandising, Outside Sales & Services, Human Resources, etc. Interns will learn more about our retail business and our corporate offices while having the opportunity to work on a pre-assigned project that impacts the function they are supporting. Additionally, interns participate in networking and development activities that set them up for success as they build their careers.



The Data Science Intern Program offers talented college students the opportunity to develop their advanced data science skills while supporting the Company's strategic objectives. Intern candidates are assigned to a project aligned to business areas such as e-Commerce, Merchandising, Operations or Finance.

The Home Depot's internship program was recently named in the top 50 in the US. Our program offers college students an opportunity to develop leadership skills and gain hands on experience working with a number of leaders on projects that directly impact the business for one of the world's leading retailers. During the 12-week period, interns will focus on working with a variety of data science roles and functions to translate business questions into actionable insights and deliver high quality analytical solutions.









At The Home Depot, our associates always have room to move up and explore new opportunities. After the Internship, here are some examples of early career roles for interns with a background in Data Science:"
